OrderID,DeliveryPartner,DeliveryDate,DeliveryStatus
7124,FedEx,2023-06-07,Delivered
5321,DHL,2023-06-10,Pending
7203,FedEx,2023-06-07,Delivered
9602,DHL,2023-06-09,In Transit
6071,FedEx,2023-06-08,In Transit
8495,DHL,2023-06-10,Pending
1877,FedEx,2023-06-06,In Transit
3162,DHL,2023-06-10,In Transit
3893,FedEx,2023-06-10,Delivered
8567,USPS,2023-06-09,In Transit
9270,USPS,2023-06-08,In Transit
1213,DHL,2023-06-05,Delivered
8382,UPS,2023-06-08,In Transit
7971,UPS,2023-06-04,In Transit
8103,FedEx,2023-06-05,Pending
2891,DHL,2023-06-08,In Transit
1504,USPS,2023-06-10,Delivered
5181,USPS,2023-06-07,Delivered
1644,UPS,2023-06-10,Delivered
5707,USPS,2023-06-08,In Transit
2734,UPS,2023-06-07,Delivered
7631,UPS,2023-06-06,Delivered
4512,UPS,2023-06-05,Pending
5051,DHL,2023-06-08,Pending
8933,DHL,2023-06-10,Delivered
1376,DHL,2023-06-10,Delivered
4051,UPS,2023-06-10,Pending
8199,USPS,2023-06-10,Pending
7969,UPS,2023-06-04,Pending
5690,DHL,2023-06-04,Pending
9388,USPS,2023-06-09,Delivered
1702,DHL,2023-06-07,In Transit
6976,FedEx,2023-06-09,Pending
6688,USPS,2023-06-10,Delivered
5771,USPS,2023-06-08,In Transit
5188,FedEx,2023-06-09,Pending
9036,DHL,2023-06-09,Delivered
1506,UPS,2023-06-07,Delivered
2623,FedEx,2023-06-07,Delivered
9657,USPS,2023-06-10,Pending
3081,FedEx,2023-06-10,Pending
5394,DHL,2023-06-07,Pending
6107,DHL,2023-06-04,Pending
5974,USPS,2023-06-04,In Transit
9115,UPS,2023-06-08,Delivered
6885,USPS,2023-06-05,Pending
2452,UPS,2023-06-08,Pending
8950,DHL,2023-06-04,Delivered
2553,FedEx,2023-06-08,Pending
3914,UPS,2023-06-09,Pending
8504,FedEx,2023-06-09,Delivered
4678,USPS,2023-06-07,In Transit
1556,FedEx,2023-06-04,In Transit
8309,FedEx,2023-06-09,In Transit
5168,FedEx,2023-06-05,In Transit
2406,USPS,2023-06-09,Pending
2970,UPS,2023-06-10,Delivered
6857,UPS,2023-06-06,In Transit
4032,UPS,2023-06-08,In Transit
3510,USPS,2023-06-08,Delivered
8969,UPS,2023-06-08,Pending
6846,FedEx,2023-06-05,Pending
1815,FedEx,2023-06-10,In Transit
7479,UPS,2023-06-09,In Transit
8073,USPS,2023-06-04,In Transit
9412,USPS,2023-06-07,In Transit
4801,UPS,2023-06-05,Pending
7052,FedEx,2023-06-09,In Transit
9991,UPS,2023-06-05,Delivered
6584,FedEx,2023-06-05,Delivered
6114,UPS,2023-06-10,Pending
6687,FedEx,2023-06-06,Delivered
6036,UPS,2023-06-06,Delivered
4684,FedEx,2023-06-10,Delivered
2882,FedEx,2023-06-04,In Transit
5254,USPS,2023-06-09,Pending
4350,UPS,2023-06-08,Delivered
9657,UPS,2023-06-05,Delivered
9465,DHL,2023-06-04,Delivered
2529,DHL,2023-06-09,Delivered
6455,DHL,2023-06-08,Pending
8126,USPS,2023-06-08,In Transit
8693,UPS,2023-06-04,Pending
9178,DHL,2023-06-07,Delivered
7464,FedEx,2023-06-10,Delivered
6207,USPS,2023-06-06,Delivered
4458,UPS,2023-06-06,Pending
8986,FedEx,2023-06-06,In Transit
7311,UPS,2023-06-05,In Transit
7513,UPS,2023-06-07,Delivered
1694,USPS,2023-06-10,Pending
9968,FedEx,2023-06-06,In Transit
5840,DHL,2023-06-04,Delivered
1636,UPS,2023-06-07,In Transit
1287,DHL,2023-06-10,In Transit
8448,UPS,2023-06-07,Pending
3085,USPS,2023-06-06,Delivered
7854,USPS,2023-06-04,Delivered
4415,DHL,2023-06-08,In Transit
9822,FedEx,2023-06-05,Pending
9157,DHL,2023-06-10,In Transit
3687,FedEx,2023-06-06,In Transit
1364,UPS,2023-06-04,In Transit
7945,USPS,2023-06-07,Pending
2248,USPS,2023-06-08,Pending
4475,USPS,2023-06-06,Delivered
9387,FedEx,2023-06-07,In Transit
7282,FedEx,2023-06-06,In Transit
7992,DHL,2023-06-04,Pending
3369,FedEx,2023-06-09,In Transit
8755,USPS,2023-06-10,Delivered
7468,DHL,2023-06-06,Delivered
7279,FedEx,2023-06-08,Pending
5179,FedEx,2023-06-05,Delivered
1304,FedEx,2023-06-05,Pending
3232,FedEx,2023-06-04,Pending
6720,UPS,2023-06-07,Pending
1416,FedEx,2023-06-10,Pending
1682,FedEx,2023-06-09,In Transit
7451,FedEx,2023-06-07,Pending
8484,UPS,2023-06-09,Delivered
3589,UPS,2023-06-06,Delivered
1534,FedEx,2023-06-08,In Transit
5074,USPS,2023-06-04,Delivered
3830,UPS,2023-06-05,In Transit
6347,DHL,2023-06-05,Pending
5179,UPS,2023-06-04,In Transit
2519,DHL,2023-06-07,In Transit
2039,DHL,2023-06-10,In Transit
8161,DHL,2023-06-05,Pending
5942,UPS,2023-06-05,Pending
9548,USPS,2023-06-06,In Transit
6136,USPS,2023-06-07,Pending
2314,DHL,2023-06-10,Pending
5258,USPS,2023-06-04,Delivered
5855,FedEx,2023-06-06,Pending
4918,UPS,2023-06-10,Pending
4880,UPS,2023-06-09,Delivered
6378,UPS,2023-06-07,In Transit
6462,DHL,2023-06-07,Pending
3897,DHL,2023-06-05,Delivered
4213,FedEx,2023-06-09,In Transit
7069,USPS,2023-06-07,In Transit
9408,UPS,2023-06-07,Delivered
9294,USPS,2023-06-04,Delivered
3129,UPS,2023-06-07,In Transit
3894,DHL,2023-06-08,In Transit
3793,UPS,2023-06-07,Pending
5766,UPS,2023-06-08,In Transit
1020,FedEx,2023-06-07,Delivered
9314,FedEx,2023-06-04,In Transit
3980,UPS,2023-06-08,Pending
6488,FedEx,2023-06-04,In Transit
6312,FedEx,2023-06-06,Pending
5240,UPS,2023-06-07,In Transit
2710,USPS,2023-06-06,Pending
4734,FedEx,2023-06-04,Delivered
4557,USPS,2023-06-05,Delivered
1212,DHL,2023-06-06,In Transit
1218,UPS,2023-06-10,Pending
3258,USPS,2023-06-07,Pending
1878,UPS,2023-06-05,In Transit
6231,FedEx,2023-06-09,In Transit
4830,UPS,2023-06-06,Pending
9251,USPS,2023-06-10,In Transit
5918,DHL,2023-06-05,Pending
5870,USPS,2023-06-07,Delivered
9725,FedEx,2023-06-10,Delivered
5089,DHL,2023-06-04,In Transit
9491,UPS,2023-06-07,Pending
8950,DHL,2023-06-06,Delivered
9589,FedEx,2023-06-04,Pending
5468,DHL,2023-06-07,Delivered
6056,UPS,2023-06-10,Delivered
6670,USPS,2023-06-05,Delivered
1081,FedEx,2023-06-04,In Transit
9946,DHL,2023-06-10,Delivered
6421,USPS,2023-06-06,Delivered
7174,UPS,2023-06-08,Delivered
2598,UPS,2023-06-10,Pending
1278,DHL,2023-06-07,In Transit
9037,DHL,2023-06-09,Delivered
7761,USPS,2023-06-07,Pending
7082,FedEx,2023-06-08,Delivered
1342,USPS,2023-06-06,Pending
9565,USPS,2023-06-04,Delivered
2668,DHL,2023-06-08,Pending
3403,FedEx,2023-06-06,Delivered
1658,UPS,2023-06-04,Pending
7094,DHL,2023-06-09,Delivered
6606,DHL,2023-06-04,Delivered
1251,USPS,2023-06-10,Delivered
7619,DHL,2023-06-07,Delivered
8340,USPS,2023-06-06,Pending
6253,UPS,2023-06-06,In Transit
6653,UPS,2023-06-07,Pending
1410,DHL,2023-06-06,Delivered
1095,FedEx,2023-06-09,Pending
2562,DHL,2023-06-10,Delivered
7972,UPS,2023-06-08,Delivered
6190,FedEx,2023-06-06,In Transit
9611,USPS,2023-06-09,Pending
8860,DHL,2023-06-10,Delivered
1311,FedEx,2023-06-04,Delivered
9139,UPS,2023-06-09,In Transit
1592,USPS,2023-06-07,Delivered
9872,FedEx,2023-06-09,Delivered
5091,USPS,2023-06-05,Pending
3184,USPS,2023-06-06,Delivered
6884,FedEx,2023-06-10,In Transit
8341,USPS,2023-06-09,Pending
9851,DHL,2023-06-10,Pending
6994,UPS,2023-06-09,Delivered
4672,USPS,2023-06-06,Delivered
9518,USPS,2023-06-09,Delivered
4897,UPS,2023-06-09,Pending
2541,DHL,2023-06-07,Pending
9509,FedEx,2023-06-10,In Transit
6011,DHL,2023-06-10,Delivered
9569,UPS,2023-06-06,Pending
5298,FedEx,2023-06-10,In Transit
2675,FedEx,2023-06-08,Delivered
9891,UPS,2023-06-07,Pending
3634,UPS,2023-06-08,Pending
2497,UPS,2023-06-09,In Transit
7025,UPS,2023-06-10,Delivered
8681,DHL,2023-06-04,In Transit
7009,DHL,2023-06-06,Delivered
7269,FedEx,2023-06-09,Pending
7957,FedEx,2023-06-05,Pending
5977,FedEx,2023-06-09,Pending
9782,DHL,2023-06-06,Delivered
4521,UPS,2023-06-06,Delivered
2354,FedEx,2023-06-05,Pending
3143,DHL,2023-06-04,Pending
3145,USPS,2023-06-09,In Transit
6534,DHL,2023-06-06,In Transit
9166,USPS,2023-06-07,Pending
2436,USPS,2023-06-06,In Transit
4490,FedEx,2023-06-06,Delivered
9240,DHL,2023-06-07,In Transit
1917,UPS,2023-06-10,Pending
7745,UPS,2023-06-08,Pending
1850,FedEx,2023-06-08,Delivered
1729,UPS,2023-06-09,Pending
8628,DHL,2023-06-09,Delivered
1055,DHL,2023-06-04,Pending
4711,UPS,2023-06-07,Delivered
3103,DHL,2023-06-09,Pending
9596,FedEx,2023-06-07,Pending
1290,UPS,2023-06-10,Delivered
8408,USPS,2023-06-05,Pending
2270,DHL,2023-06-06,In Transit
1625,DHL,2023-06-08,Pending
5406,USPS,2023-06-08,Delivered
9712,DHL,2023-06-09,Pending
9030,UPS,2023-06-07,Pending
2120,USPS,2023-06-04,In Transit
7976,USPS,2023-06-09,Pending
8802,FedEx,2023-06-06,Pending
8470,FedEx,2023-06-08,In Transit
4049,UPS,2023-06-06,In Transit
2469,USPS,2023-06-09,Pending
3779,USPS,2023-06-06,Pending
4268,DHL,2023-06-07,Delivered
1687,UPS,2023-06-09,In Transit
9474,DHL,2023-06-09,Pending
2182,UPS,2023-06-10,In Transit
8137,FedEx,2023-06-09,In Transit
9429,UPS,2023-06-08,In Transit
5695,UPS,2023-06-06,In Transit
2244,DHL,2023-06-10,Pending
1084,DHL,2023-06-06,Delivered
6963,UPS,2023-06-10,Delivered
5163,UPS,2023-06-08,Pending
8611,UPS,2023-06-08,Delivered
1279,DHL,2023-06-07,In Transit
3142,USPS,2023-06-09,Delivered
3362,UPS,2023-06-09,Pending
6610,FedEx,2023-06-07,In Transit
6640,FedEx,2023-06-06,In Transit
8893,USPS,2023-06-05,In Transit
5162,FedEx,2023-06-10,Pending
3382,DHL,2023-06-08,In Transit
7762,DHL,2023-06-08,Pending
1773,DHL,2023-06-07,Delivered
6234,DHL,2023-06-04,Delivered
1983,FedEx,2023-06-08,Pending
5576,DHL,2023-06-10,Pending
8538,FedEx,2023-06-09,Pending
8616,DHL,2023-06-07,Pending
9949,USPS,2023-06-04,In Transit
2857,USPS,2023-06-04,Pending
7837,DHL,2023-06-08,Pending
4513,UPS,2023-06-07,Pending
8219,UPS,2023-06-09,Delivered
5217,UPS,2023-06-10,Delivered
2737,USPS,2023-06-08,Pending
8873,USPS,2023-06-07,Delivered
5860,DHL,2023-06-06,Pending
9637,USPS,2023-06-09,Pending
7845,UPS,2023-06-09,Delivered
3343,FedEx,2023-06-05,Pending
4725,USPS,2023-06-10,In Transit
6200,DHL,2023-06-04,In Transit
3572,UPS,2023-06-07,In Transit
4862,USPS,2023-06-07,In Transit
7691,USPS,2023-06-09,Delivered
6741,UPS,2023-06-05,Pending
3094,FedEx,2023-06-09,Delivered
4953,UPS,2023-06-07,Delivered
5918,UPS,2023-06-05,In Transit
2257,UPS,2023-06-09,Delivered
8351,FedEx,2023-06-06,Delivered
6247,UPS,2023-06-06,In Transit
8872,DHL,2023-06-07,Pending
3303,DHL,2023-06-04,In Transit
5474,USPS,2023-06-05,Pending
8000,FedEx,2023-06-05,Pending
7571,UPS,2023-06-08,Pending
6284,FedEx,2023-06-07,In Transit
7285,DHL,2023-06-07,Pending
8118,UPS,2023-06-05,Delivered
5419,USPS,2023-06-10,Pending
6881,UPS,2023-06-05,Delivered
4660,USPS,2023-06-08,In Transit
6935,DHL,2023-06-04,In Transit
3787,FedEx,2023-06-05,In Transit
5994,FedEx,2023-06-08,Pending
9074,USPS,2023-06-04,In Transit
8396,FedEx,2023-06-07,In Transit
2474,USPS,2023-06-09,Pending
4719,DHL,2023-06-07,In Transit
1399,DHL,2023-06-08,Delivered
5515,FedEx,2023-06-06,In Transit
4769,UPS,2023-06-09,Pending
9691,FedEx,2023-06-07,In Transit
5085,DHL,2023-06-06,Delivered
9207,UPS,2023-06-05,Delivered
8627,UPS,2023-06-04,Pending
1500,DHL,2023-06-07,Delivered
7894,DHL,2023-06-06,In Transit
9825,USPS,2023-06-08,Pending
4451,DHL,2023-06-08,Pending
5323,UPS,2023-06-06,Pending
6676,UPS,2023-06-09,Delivered
3495,FedEx,2023-06-07,Delivered
8020,DHL,2023-06-08,Pending
1461,USPS,2023-06-08,Pending
4335,FedEx,2023-06-08,Delivered
4381,DHL,2023-06-06,In Transit
1575,USPS,2023-06-04,Delivered
2162,DHL,2023-06-06,Pending
6821,USPS,2023-06-07,Delivered
6422,DHL,2023-06-07,In Transit
3991,USPS,2023-06-08,Delivered
8807,USPS,2023-06-08,Delivered
4305,USPS,2023-06-07,In Transit
1496,DHL,2023-06-10,Delivered
1327,USPS,2023-06-08,Pending
5380,USPS,2023-06-07,Delivered
9862,FedEx,2023-06-08,In Transit
9985,UPS,2023-06-05,Delivered
8090,DHL,2023-06-06,Delivered
3053,FedEx,2023-06-09,Pending
5264,UPS,2023-06-05,Pending
7748,UPS,2023-06-10,In Transit
8804,FedEx,2023-06-10,In Transit
3180,FedEx,2023-06-10,In Transit
6179,USPS,2023-06-10,In Transit
9310,FedEx,2023-06-09,Pending
8732,UPS,2023-06-07,Delivered
3363,DHL,2023-06-08,Pending
7956,FedEx,2023-06-10,Delivered
8429,DHL,2023-06-10,Pending
9314,DHL,2023-06-06,In Transit
5344,USPS,2023-06-10,Pending
2652,DHL,2023-06-08,In Transit
8951,DHL,2023-06-06,Delivered
2445,DHL,2023-06-05,In Transit
2145,FedEx,2023-06-10,In Transit
5617,DHL,2023-06-07,Delivered
8087,USPS,2023-06-05,Delivered
9708,UPS,2023-06-05,Pending
3087,DHL,2023-06-05,In Transit
7671,USPS,2023-06-09,In Transit
8053,USPS,2023-06-05,In Transit
4906,UPS,2023-06-10,In Transit
9282,FedEx,2023-06-05,Pending
4398,DHL,2023-06-07,Delivered
3984,USPS,2023-06-07,Delivered
6022,UPS,2023-06-10,In Transit
6846,FedEx,2023-06-08,Delivered
4619,FedEx,2023-06-09,In Transit
4031,USPS,2023-06-07,Pending
1437,USPS,2023-06-08,In Transit
4618,DHL,2023-06-08,Delivered
4788,FedEx,2023-06-05,Delivered
1328,DHL,2023-06-05,Pending
2494,UPS,2023-06-04,Pending
1222,USPS,2023-06-10,In Transit
1283,USPS,2023-06-06,Delivered
4732,USPS,2023-06-05,In Transit
7936,DHL,2023-06-06,Delivered
7054,USPS,2023-06-06,In Transit
1854,DHL,2023-06-05,Pending
8205,DHL,2023-06-06,Delivered
9708,FedEx,2023-06-08,Delivered
9916,USPS,2023-06-10,Pending
1993,FedEx,2023-06-06,In Transit
7011,UPS,2023-06-06,Delivered
2005,USPS,2023-06-05,In Transit
7764,FedEx,2023-06-06,In Transit
2914,DHL,2023-06-10,Pending
1436,FedEx,2023-06-04,Pending
8721,USPS,2023-06-10,In Transit
7616,UPS,2023-06-08,Delivered
9082,USPS,2023-06-05,Pending
9553,DHL,2023-06-08,In Transit
8521,DHL,2023-06-06,In Transit
3184,DHL,2023-06-06,Delivered
8006,USPS,2023-06-08,In Transit
9779,USPS,2023-06-05,Pending
9101,USPS,2023-06-06,In Transit
3187,DHL,2023-06-10,In Transit
3580,USPS,2023-06-08,Pending
4217,FedEx,2023-06-04,Delivered
8033,USPS,2023-06-08,Pending
7478,UPS,2023-06-04,In Transit
5051,UPS,2023-06-04,In Transit
1313,FedEx,2023-06-04,In Transit
8071,UPS,2023-06-05,Pending
3000,FedEx,2023-06-07,In Transit
4359,DHL,2023-06-09,Pending
6808,DHL,2023-06-07,Pending
3291,DHL,2023-06-04,Pending
6717,FedEx,2023-06-06,Delivered
1325,UPS,2023-06-08,Pending
2836,UPS,2023-06-10,Pending
4483,USPS,2023-06-04,In Transit
3659,FedEx,2023-06-09,Delivered
9799,UPS,2023-06-04,Pending
8984,USPS,2023-06-07,In Transit
4041,FedEx,2023-06-04,Delivered
3241,USPS,2023-06-04,Pending
6036,UPS,2023-06-06,Pending
6768,DHL,2023-06-08,In Transit
8569,FedEx,2023-06-06,Delivered
4949,FedEx,2023-06-08,Pending
4060,UPS,2023-06-08,Pending
7975,FedEx,2023-06-08,In Transit
7606,USPS,2023-06-04,In Transit
5754,DHL,2023-06-04,Pending
1201,UPS,2023-06-05,Delivered
2722,FedEx,2023-06-05,Delivered
7413,UPS,2023-06-04,Pending
7188,FedEx,2023-06-06,Pending
7436,USPS,2023-06-08,Delivered
1430,FedEx,2023-06-07,In Transit
4569,FedEx,2023-06-10,In Transit
5567,UPS,2023-06-09,In Transit
6030,UPS,2023-06-07,Delivered
2574,FedEx,2023-06-10,Pending
8849,FedEx,2023-06-05,Delivered
1148,DHL,2023-06-04,Delivered
2570,FedEx,2023-06-07,In Transit
7923,FedEx,2023-06-05,Pending
2814,USPS,2023-06-05,Pending
4842,UPS,2023-06-05,In Transit
6601,USPS,2023-06-06,Delivered
7244,USPS,2023-06-09,In Transit
8737,USPS,2023-06-06,In Transit
8361,UPS,2023-06-10,Delivered
3714,UPS,2023-06-08,In Transit
7161,USPS,2023-06-05,Delivered
2275,USPS,2023-06-09,In Transit
9377,UPS,2023-06-07,In Transit
6764,USPS,2023-06-09,Delivered
9081,FedEx,2023-06-05,In Transit
5809,FedEx,2023-06-07,In Transit
4854,FedEx,2023-06-07,Delivered
6064,UPS,2023-06-09,Pending
8235,USPS,2023-06-08,Pending
3121,FedEx,2023-06-08,Pending
6308,DHL,2023-06-08,In Transit
6189,DHL,2023-06-08,In Transit
3746,UPS,2023-06-04,Delivered
2873,DHL,2023-06-04,Pending
7699,DHL,2023-06-05,Delivered
2371,UPS,2023-06-08,Pending
2141,DHL,2023-06-06,Pending
1522,UPS,2023-06-04,Pending
8726,FedEx,2023-06-07,Pending
1213,USPS,2023-06-07,Delivered
8110,USPS,2023-06-04,Pending
7276,UPS,2023-06-05,In Transit
8516,UPS,2023-06-05,Delivered
7781,DHL,2023-06-09,In Transit
2316,FedEx,2023-06-09,Delivered
9403,UPS,2023-06-06,In Transit
3043,FedEx,2023-06-07,Delivered
4557,DHL,2023-06-08,In Transit
5794,FedEx,2023-06-07,Pending
9008,UPS,2023-06-10,Delivered
2705,DHL,2023-06-06,Delivered
8284,UPS,2023-06-04,Delivered
2307,DHL,2023-06-06,Pending
2710,DHL,2023-06-10,Pending
3366,UPS,2023-06-05,Pending
2485,DHL,2023-06-08,In Transit
1832,DHL,2023-06-08,Delivered
8710,DHL,2023-06-06,In Transit
3157,UPS,2023-06-09,Delivered
3796,USPS,2023-06-09,Delivered
5179,USPS,2023-06-06,Delivered
9343,FedEx,2023-06-09,In Transit
5506,DHL,2023-06-09,Pending
3468,USPS,2023-06-08,Pending
9872,DHL,2023-06-06,Pending
6059,USPS,2023-06-09,In Transit
9685,UPS,2023-06-06,Pending
3175,FedEx,2023-06-07,Delivered
6556,DHL,2023-06-05,In Transit
1084,USPS,2023-06-06,Pending
3360,UPS,2023-06-04,Pending
9992,FedEx,2023-06-05,Delivered
2491,DHL,2023-06-05,Delivered
3895,USPS,2023-06-09,Pending
8805,FedEx,2023-06-04,Delivered
5780,UPS,2023-06-04,In Transit
5347,UPS,2023-06-10,Delivered
5956,USPS,2023-06-09,Delivered
9423,DHL,2023-06-10,In Transit
2484,USPS,2023-06-09,In Transit
4782,UPS,2023-06-08,Pending
6177,UPS,2023-06-04,Delivered
2093,UPS,2023-06-05,In Transit
3931,UPS,2023-06-09,Delivered
5287,USPS,2023-06-05,Pending
1324,USPS,2023-06-04,Delivered
4196,USPS,2023-06-04,In Transit
2969,UPS,2023-06-04,In Transit
3137,FedEx,2023-06-10,In Transit
8832,DHL,2023-06-10,Delivered
8376,FedEx,2023-06-07,Delivered
3683,DHL,2023-06-08,In Transit
5715,USPS,2023-06-06,In Transit
4053,FedEx,2023-06-04,In Transit
4265,FedEx,2023-06-04,Pending
8759,USPS,2023-06-05,In Transit
4119,FedEx,2023-06-08,Pending
1281,USPS,2023-06-10,Pending
5478,DHL,2023-06-08,Pending
7117,USPS,2023-06-07,Delivered
2714,DHL,2023-06-05,In Transit
7457,USPS,2023-06-10,Pending
8028,USPS,2023-06-05,In Transit
4339,USPS,2023-06-10,Pending
7246,UPS,2023-06-07,In Transit
1806,FedEx,2023-06-10,In Transit
7723,FedEx,2023-06-09,Delivered
8389,FedEx,2023-06-09,Pending
1719,FedEx,2023-06-10,In Transit
8627,UPS,2023-06-10,In Transit
9606,UPS,2023-06-08,In Transit
9122,DHL,2023-06-08,Pending
6738,USPS,2023-06-07,In Transit
6081,USPS,2023-06-09,Delivered
9730,UPS,2023-06-07,Delivered
9147,FedEx,2023-06-05,In Transit
4262,USPS,2023-06-07,Pending
5090,FedEx,2023-06-10,In Transit
9015,DHL,2023-06-05,Pending
1428,DHL,2023-06-08,Pending
3720,USPS,2023-06-06,Pending
2794,USPS,2023-06-04,Pending
3705,DHL,2023-06-08,Pending
3987,USPS,2023-06-05,In Transit
3461,DHL,2023-06-07,In Transit
9388,USPS,2023-06-05,In Transit
9413,UPS,2023-06-10,Delivered
1192,USPS,2023-06-09,In Transit
9656,FedEx,2023-06-06,Pending
3080,USPS,2023-06-09,Pending
1575,FedEx,2023-06-06,In Transit
9602,UPS,2023-06-06,Delivered
9048,UPS,2023-06-06,In Transit
5985,USPS,2023-06-10,In Transit
8903,USPS,2023-06-09,Pending
2917,DHL,2023-06-09,Pending
3533,FedEx,2023-06-04,Pending
1202,FedEx,2023-06-05,In Transit
6482,DHL,2023-06-08,In Transit
4739,UPS,2023-06-08,In Transit
6751,FedEx,2023-06-04,Pending
1002,FedEx,2023-06-10,Delivered
5390,UPS,2023-06-08,Delivered
6205,USPS,2023-06-06,In Transit
4038,FedEx,2023-06-08,Delivered
7362,UPS,2023-06-09,In Transit
9308,UPS,2023-06-04,In Transit
1221,FedEx,2023-06-04,In Transit
3118,UPS,2023-06-06,Delivered
8336,UPS,2023-06-04,Delivered
5942,FedEx,2023-06-05,Delivered
5220,USPS,2023-06-07,Pending
6330,DHL,2023-06-07,Delivered
3220,USPS,2023-06-10,Delivered
2415,DHL,2023-06-05,Pending
4342,UPS,2023-06-10,Delivered
3327,DHL,2023-06-08,In Transit
6126,USPS,2023-06-07,Delivered
8717,DHL,2023-06-09,In Transit
4560,UPS,2023-06-07,Delivered
5015,UPS,2023-06-05,Delivered
8736,DHL,2023-06-06,In Transit
1093,USPS,2023-06-09,Pending
4578,UPS,2023-06-09,In Transit
3685,UPS,2023-06-07,In Transit
3787,USPS,2023-06-09,Pending
6544,FedEx,2023-06-10,Pending
3887,FedEx,2023-06-06,In Transit
4665,DHL,2023-06-09,In Transit
7809,FedEx,2023-06-08,In Transit
1331,UPS,2023-06-10,Delivered
9892,USPS,2023-06-05,Pending
5385,FedEx,2023-06-10,Pending
7863,DHL,2023-06-05,Pending
6527,DHL,2023-06-04,Delivered
4621,UPS,2023-06-09,Delivered
8319,USPS,2023-06-09,In Transit
1583,FedEx,2023-06-09,Pending
4144,UPS,2023-06-04,Delivered
7271,UPS,2023-06-04,In Transit
6789,UPS,2023-06-05,Pending
6247,DHL,2023-06-08,Pending
3888,DHL,2023-06-09,Pending
9592,USPS,2023-06-05,Pending
2883,DHL,2023-06-09,Delivered
9487,FedEx,2023-06-07,In Transit
7268,UPS,2023-06-08,Pending
3429,UPS,2023-06-09,Pending
1587,DHL,2023-06-08,Pending
9645,FedEx,2023-06-05,In Transit
8846,FedEx,2023-06-10,In Transit
7747,DHL,2023-06-04,Delivered
3398,DHL,2023-06-04,Delivered
1333,DHL,2023-06-04,Delivered
3324,USPS,2023-06-09,Delivered
7738,FedEx,2023-06-10,Pending
4161,USPS,2023-06-06,In Transit
2694,FedEx,2023-06-10,Pending
3616,UPS,2023-06-05,In Transit
9685,DHL,2023-06-06,Delivered
2262,USPS,2023-06-10,In Transit
7429,DHL,2023-06-09,Delivered
9026,FedEx,2023-06-06,In Transit
5155,DHL,2023-06-07,Pending
2275,UPS,2023-06-06,Delivered
9124,DHL,2023-06-09,In Transit
7202,USPS,2023-06-06,In Transit
6522,UPS,2023-06-09,Delivered
5507,UPS,2023-06-07,Delivered
5080,DHL,2023-06-07,Delivered
7845,DHL,2023-06-06,Delivered
8803,UPS,2023-06-07,Delivered
6927,USPS,2023-06-07,In Transit
6453,DHL,2023-06-10,Delivered
9491,UPS,2023-06-05,In Transit
3359,DHL,2023-06-05,In Transit
1269,FedEx,2023-06-06,Delivered
2202,DHL,2023-06-05,In Transit
4413,DHL,2023-06-07,Delivered
3975,UPS,2023-06-10,In Transit
2128,FedEx,2023-06-05,In Transit
5177,DHL,2023-06-06,Pending
9670,USPS,2023-06-05,In Transit
4087,UPS,2023-06-08,Delivered
5282,DHL,2023-06-07,In Transit
6988,FedEx,2023-06-08,In Transit
9172,DHL,2023-06-05,In Transit
5153,FedEx,2023-06-10,In Transit
5421,USPS,2023-06-04,Delivered
1343,DHL,2023-06-07,In Transit
2892,UPS,2023-06-10,In Transit
5764,FedEx,2023-06-04,Pending
9460,DHL,2023-06-08,In Transit
9027,UPS,2023-06-09,Pending
8253,UPS,2023-06-08,Pending
9564,FedEx,2023-06-07,In Transit
9104,UPS,2023-06-07,Delivered
9109,USPS,2023-06-05,Delivered
2647,USPS,2023-06-04,In Transit
4088,FedEx,2023-06-04,Delivered
2012,DHL,2023-06-08,Pending
5260,UPS,2023-06-07,Delivered
7974,UPS,2023-06-05,Pending
1892,FedEx,2023-06-10,In Transit
3141,DHL,2023-06-09,Pending
1692,FedEx,2023-06-06,Pending
5287,DHL,2023-06-10,Delivered
1815,FedEx,2023-06-09,Delivered
2748,FedEx,2023-06-04,Pending
4533,FedEx,2023-06-06,Pending
5208,FedEx,2023-06-06,Delivered
8047,FedEx,2023-06-07,Pending
9189,USPS,2023-06-08,In Transit
1875,FedEx,2023-06-08,In Transit
7792,FedEx,2023-06-05,Pending
5885,USPS,2023-06-08,Delivered
3804,FedEx,2023-06-06,Delivered
3212,FedEx,2023-06-09,In Transit
1848,USPS,2023-06-07,Delivered
5027,USPS,2023-06-09,Delivered
2607,USPS,2023-06-05,In Transit
4093,USPS,2023-06-09,Delivered
8768,FedEx,2023-06-05,Delivered
5530,UPS,2023-06-09,Pending
7644,FedEx,2023-06-08,Delivered
1991,DHL,2023-06-10,In Transit
8645,FedEx,2023-06-07,In Transit
4618,FedEx,2023-06-07,Delivered
6002,DHL,2023-06-05,Delivered
4427,DHL,2023-06-05,Pending
2777,FedEx,2023-06-10,Delivered
3697,UPS,2023-06-10,In Transit
2940,DHL,2023-06-10,Pending
7414,UPS,2023-06-10,Pending
1788,FedEx,2023-06-05,Pending
6750,USPS,2023-06-06,Delivered
7832,UPS,2023-06-04,In Transit
3851,DHL,2023-06-10,Delivered
2205,FedEx,2023-06-06,In Transit
8799,FedEx,2023-06-09,Pending
5162,FedEx,2023-06-08,Pending
1248,UPS,2023-06-04,Pending
1904,DHL,2023-06-09,Delivered
7521,FedEx,2023-06-08,Delivered
